2455362.74408 17.673 0.021 4.74 610.0
2455362.86208 17.672 0.027 6.04 723.0
2455362.90712 17.784 0.038 7.07 850.0
2455364.55285 17.603 0.026 6.13 629.0
2455364.62513 17.679 0.022 5.05 531.0
2455364.71964 17.708 0.026 5.60 591.0
2455364.78082 17.651 0.031 7.01 595.0
2455364.82026 17.572 0.027 6.55 581.0
2455364.86035 17.737 0.025 5.34 555.0
2455364.89846 17.595 0.029 6.57 608.0
2455365.57055 17.604 0.026 5.68 741.0
2455365.64537 17.688 0.023 5.08 606.0
2455365.74048 17.670 0.024 5.73 576.0
2455365.82874 17.696 0.027 5.79 631.0
2455365.86739 17.787 0.031 5.82 682.0
2455365.90473 17.680 0.033 6.64 835.0
2455368.64642 17.669 0.027 5.39 918.0
2455369.72858 17.761 0.034 6.27 852.0
2455369.77391 17.683 0.033 6.27 1151.0
2455369.81188 17.749 0.032 6.18 900.0
2455369.85266 17.615 0.027 6.74 723.0
2455376.65853 17.701 0.037 7.29 742.0
2455376.69891 17.736 0.029 5.75 714.0
2455376.73714 17.705 0.027 5.72 755.0
2455376.77595 17.738 0.027 5.22 766.0
2455376.81410 17.684 0.033 6.52 876.0
2455376.85206 17.624 0.030 5.54 1278.0
2455377.54863 17.679 0.025 5.48 594.0
2455377.59134 17.759 0.033 6.75 619.0
2455377.62954 17.713 0.023 5.02 577.0
2455377.70322 17.708 0.024 5.26 591.0
2455377.74667 17.677 0.025 5.43 649.0
2455377.78939 17.650 0.024 5.25 709.0
2455377.82710 17.667 0.028 6.12 741.0
2455377.86528 17.676 0.027 5.69 886.0
2455378.54904 17.669 0.021 4.72 541.0
2455378.63370 17.719 0.021 4.40 515.0
2455378.72268 17.702 0.018 4.03 554.0
2455378.76098 17.713 0.019 3.94 573.0
2455378.79951 17.687 0.022 5.04 601.0
2455378.83939 17.705 0.025 5.59 713.0
2455378.87711 17.655 0.028 6.36 809.0
2455379.51614 17.747 0.028 5.56 513.0
2455379.58578 17.745 0.024 5.44 454.0
2455379.67183 17.695 0.026 5.83 538.0
2455379.74434 17.692 0.021 4.40 557.0
2455379.78200 17.673 0.022 4.50 622.0
2455379.81992 17.748 0.027 5.68 682.0
2455379.86049 17.753 0.032 6.71 788.0
2455380.52762 17.688 0.023 5.43 483.0
2455380.56812 17.705 0.022 5.04 449.0
2455380.65217 17.684 0.023 5.61 440.0
2455380.72337 17.679 0.020 4.67 492.0
2455380.76161 17.667 0.022 5.21 526.0
2455380.79947 17.701 0.027 6.03 586.0
2455380.83740 17.711 0.035 7.34 682.0
2455381.53714 17.706 0.027 5.89 634.0
2455381.57471 17.711 0.035 7.35 584.0
2455381.61486 17.735 0.037 7.67 555.0
2455381.67421 17.697 0.030 6.89 508.0
2455381.71252 17.752 0.033 6.91 584.0
2455381.75066 17.726 0.040 7.90 655.0
2455381.79758 17.681 0.029 6.32 665.0
2455381.83571 17.706 0.033 6.94 708.0
2455382.52592 17.694 0.030 6.44 679.0
2455382.56350 17.770 0.042 8.35 576.0
2455382.61292 17.651 0.026 5.93 564.0
2455382.65083 17.723 0.024 5.16 551.0
2455382.69261 17.724 0.027 6.05 534.0
2455382.73245 17.685 0.032 7.30 566.0
2455382.77025 17.755 0.044 8.85 620.0
2455382.82095 17.696 0.035 7.35 667.0
2455383.77655 17.708 0.033 7.39 489.0
2455384.80008 17.708 0.035 7.02 789.0
2455385.47067 17.600 0.027 5.88 909.0
2455385.50989 17.723 0.022 4.37 663.0
2455385.81041 17.664 0.019 4.51 483.0
2455385.84797 17.646 0.022 5.26 532.0
2455386.47831 17.653 0.021 4.17 957.0
2455386.56051 17.669 0.020 4.05 826.0
2455386.60757 17.718 0.020 4.30 472.0
2455386.64396 17.699 0.021 4.97 704.0
2455386.74341 17.682 0.019 4.14 489.0
2455386.78168 17.666 0.019 4.85 495.0
2455386.82469 17.701 0.022 5.04 520.0
2455387.50393 17.662 0.018 3.93 536.0
2455387.61293 17.671 0.016 3.53 391.0
2455387.64770 17.681 0.014 3.26 403.0
2455387.68716 17.673 0.019 4.45 452.0
2455387.72579 17.739 0.017 3.80 440.0
2455387.76655 17.691 0.020 4.18 466.0
2455387.80776 17.678 0.021 5.01 518.0
2455388.46773 17.712 0.033 6.30 805.0
2455388.50533 17.706 0.025 5.09 518.0
2455388.56524 17.676 0.022 4.77 465.0
2455388.67765 17.655 0.022 4.91 425.0
2455388.76433 17.667 0.023 5.15 433.0
2455388.80758 17.667 0.025 5.56 489.0
2455388.84645 17.766 0.030 6.61 545.0
2455389.49504 17.689 0.027 5.93 529.0
2455389.53318 17.713 0.025 5.42 482.0
2455389.61851 17.672 0.021 4.84 420.0
2455389.72375 17.751 0.027 5.94 467.0
2455389.78412 17.709 0.029 6.33 521.0
2455389.82465 17.754 0.024 5.03 551.0
2455390.46950 17.666 0.034 7.32 668.0
2455390.52432 17.708 0.037 8.04 522.0
2455390.56635 17.670 0.025 6.04 480.0
2455390.65192 17.682 0.027 6.51 491.0
2455390.69816 17.702 0.025 5.74 463.0
2455390.74762 17.674 0.021 4.87 447.0
2455390.78557 17.711 0.024 5.43 438.0
2455390.82325 17.672 0.026 6.20 453.0
2455391.51830 17.672 0.028 6.54 551.0
2455391.55708 17.695 0.036 8.09 504.0
2455391.61665 17.711 0.022 4.95 435.0
2455391.72592 17.700 0.024 5.42 521.0
2455391.80920 17.690 0.023 4.99 596.0
2455391.84666 17.691 0.028 5.93 747.0
2455392.49444 17.685 0.029 6.19 547.0
2455392.53316 17.650 0.026 5.91 498.0
2455392.59460 17.665 0.021 5.02 475.0
2455392.70472 17.698 0.025 5.71 481.0
2455392.78668 17.688 0.020 4.67 479.0
2455392.82431 17.697 0.026 5.88 549.0
2455393.63967 17.695 0.028 6.30 465.0
2455393.67939 17.702 0.028 6.11 446.0
2455393.71757 17.703 0.032 7.18 472.0
2455393.76293 17.654 0.032 7.36 513.0
2455393.80104 17.670 0.031 7.13 539.0
2455395.80807 17.719 0.029 5.88 573.0
2455396.52509 17.710 0.036 7.55 649.0
2455396.59938 17.731 0.027 5.77 572.0
2455396.66249 17.681 0.027 6.19 548.0
2455396.76953 17.669 0.022 5.39 495.0
2455396.80769 17.707 0.033 7.39 536.0
2455397.61759 17.648 0.035 7.50 597.0
2455397.66292 17.682 0.027 6.47 537.0
2455397.70073 17.654 0.030 6.80 585.0
2455402.61969 17.643 0.053 7.57 2048.0
2455402.67286 17.737 0.035 6.43 1016.0
2455403.48232 17.656 0.021 4.23 930.0
2455403.51993 17.700 0.020 4.21 909.0
2455403.55707 17.682 0.022 4.56 905.0
2455403.59579 17.691 0.023 4.22 1032.0
2455403.63664 17.664 0.022 4.57 892.0
2455403.67492 17.664 0.023 4.65 920.0
2455403.71578 17.692 0.024 4.67 980.0
2455403.75368 17.706 0.026 4.92 1093.0
2455403.79151 17.700 0.031 5.76 1260.0
2455404.49543 17.651 0.024 5.20 698.0
2455404.53323 17.674 0.022 4.60 677.0
2455404.57095 17.651 0.023 4.58 697.0
2455404.61112 17.671 0.026 5.20 685.0
2455404.65290 17.644 0.023 4.89 638.0
2455404.69277 17.660 0.024 4.40 699.0
2455404.73219 17.692 0.028 5.03 762.0
2455404.77597 17.719 0.024 4.56 861.0
2455405.63079 17.816 0.039 7.44 597.0
2455405.67035 17.639 0.026 5.52 575.0
2455405.70844 17.664 0.024 4.36 685.0
2455405.74592 17.715 0.025 4.74 667.0
2455405.78351 17.684 0.022 4.32 703.0
2455407.48529 17.662 0.030 6.60 470.0
2455407.52317 17.665 0.028 6.39 460.0
2455407.56145 17.710 0.029 6.59 453.0
2455407.60051 17.668 0.033 7.39 521.0
2455407.64009 17.746 0.034 7.09 525.0
2455407.67813 17.704 0.030 6.09 537.0
2455407.71732 17.704 0.027 5.31 592.0
2455407.75527 17.650 0.024 4.95 640.0
2455408.51417 17.707 0.038 7.96 568.0
2455408.56585 17.737 0.037 8.04 526.0
2455408.60618 17.658 0.025 5.81 524.0
2455408.64456 17.706 0.027 5.99 552.0
2455408.68328 17.694 0.030 6.55 562.0
2455408.72117 17.645 0.030 6.93 572.0
2455408.75888 17.724 0.030 6.16 699.0
2455409.46896 17.698 0.034 6.72 902.0
2455409.50675 17.696 0.027 6.33 469.0
2455409.59348 17.669 0.021 5.05 447.0
2455409.69993 17.679 0.022 5.33 505.0
2455409.76108 17.748 0.030 6.33 597.0
2455410.46984 17.671 0.030 5.96 923.0
2455410.51145 17.693 0.024 5.51 511.0
2455410.59656 17.722 0.023 5.32 451.0
2455410.70344 17.669 0.025 6.02 499.0
2455410.76535 17.665 0.022 5.01 597.0
2455411.48767 17.702 0.020 5.05 458.0
2455411.52559 17.709 0.020 4.93 434.0
2455411.63244 17.691 0.020 4.90 438.0
2455411.74032 17.637 0.021 5.43 543.0
2455411.77808 17.635 0.027 6.46 632.0
2455412.53990 17.698 0.024 5.59 537.0
2455412.57980 17.715 0.027 5.88 574.0
2455412.61856 17.696 0.027 6.26 533.0
2455412.65633 17.692 0.031 6.88 551.0
2455412.70072 17.678 0.032 7.17 552.0
2455413.48009 17.608 0.030 7.00 614.0
2455413.51947 17.688 0.020 4.82 519.0
2455413.62630 17.678 0.021 4.95 411.0
2455413.73377 17.677 0.022 5.96 436.0
2455413.77154 17.712 0.034 7.47 496.0
2455414.49975 17.664 0.020 4.87 434.0
2455414.56100 17.649 0.019 4.94 436.0
2455414.67097 17.686 0.018 4.13 443.0
2455414.75812 17.690 0.018 5.11 505.0
2455416.61677 17.671 0.029 6.90 469.0
2455416.67350 17.692 0.024 5.46 455.0
2455418.53577 17.717 0.019 4.45 413.0
2455418.58231 17.684 0.020 5.17 423.0
2455418.63248 17.694 0.020 5.02 408.0
2455418.68402 17.703 0.028 6.52 456.0
2455421.49127 17.677 0.022 5.26 484.0
2455421.53534 17.701 0.023 5.29 475.0
2455421.59495 17.694 0.024 5.79 460.0
2455421.64113 17.687 0.024 6.12 430.0
2455421.68343 17.697 0.032 7.66 443.0
2455421.72782 17.738 0.026 6.26 454.0
2455422.51714 17.672 0.023 5.22 511.0
2455422.56319 17.684 0.025 5.84 511.0
2455422.71719 17.652 0.020 4.83 458.0
2455423.50111 17.687 0.021 4.89 454.0
2455423.54343 17.693 0.017 4.32 433.0
2455423.67714 17.732 0.031 6.96 520.0
2455425.50856 17.676 0.023 5.21 526.0
2455425.55026 17.666 0.021 4.90 506.0
2455426.51650 17.606 0.032 4.39 2809.0
2455426.59550 17.569 0.034 4.22 3816.0
2455426.73601 17.759 0.043 4.84 3183.0
2455430.50206 17.710 0.031 6.02 825.0
2455430.54852 17.654 0.026 5.03 768.0
2455430.58679 17.698 0.025 4.79 744.0
2455430.62576 17.685 0.025 4.72 779.0
2455430.66689 17.668 0.032 6.79 869.0
2455431.50323 17.651 0.023 4.89 780.0
2455431.54376 17.690 0.024 5.17 659.0
2455431.58179 17.720 0.024 4.86 679.0
2455431.62318 17.695 0.028 5.82 709.0
2455431.66081 17.670 0.030 6.46 786.0
2455432.52772 17.624 0.038 7.19 1186.0
2455432.64023 17.730 0.033 6.29 781.0
2455433.53811 17.664 0.032 7.19 710.0
2455433.66352 17.731 0.031 5.87 841.0
2455434.48922 17.664 0.028 5.70 583.0
2455434.53429 17.700 0.027 5.33 605.0
2455434.57867 17.696 0.026 5.37 617.0
2455434.62102 17.690 0.023 4.31 650.0
2455434.66576 17.680 0.025 5.21 719.0
2455434.70583 17.656 0.026 5.20 809.0
2455435.50528 17.682 0.027 5.99 542.0
2455435.54809 17.668 0.022 4.39 588.0
2455435.61801 17.710 0.022 4.53 597.0
2455435.67147 17.645 0.021 4.19 625.0
2455435.71042 17.664 0.024 4.96 712.0
2455436.50374 17.665 0.024 5.51 503.0
2455436.64769 17.699 0.023 4.60 608.0
2455437.48634 17.639 0.018 4.04 499.0
2455437.58326 17.665 0.020 4.77 494.0
2455438.49893 17.652 0.027 6.07 585.0
2455438.53838 17.684 0.028 6.17 530.0
2455438.63982 17.677 0.021 4.10 585.0
2455438.67785 17.685 0.020 4.09 560.0
2455439.49128 17.674 0.030 6.44 550.0
2455439.55632 17.680 0.029 6.17 536.0
2455439.59369 17.699 0.028 5.45 524.0
2455439.63171 17.722 0.030 6.19 524.0
2455439.67750 17.718 0.030 5.92 590.0
2455443.52400 17.718 0.026 6.38 495.0
2455443.57011 17.699 0.029 6.69 516.0
2455443.60793 17.666 0.028 6.63 523.0
2455443.65046 17.698 0.026 6.21 506.0
2455444.48256 17.671 0.030 6.57 572.0
2455444.53326 17.676 0.032 7.31 481.0
2455444.58987 17.634 0.023 5.22 467.0
2455444.63189 17.669 0.025 5.45 543.0
2455444.67000 17.648 0.025 5.69 561.0
2455445.53578 17.669 0.025 5.83 521.0
2455445.63973 17.697 0.022 4.93 491.0
2455445.67877 17.715 0.022 5.07 507.0
2455446.51423 17.702 0.023 5.03 518.0
2455446.56003 17.679 0.024 5.63 534.0
2455446.59988 17.687 0.023 5.06 519.0
2455446.63901 17.643 0.023 5.17 505.0
2455447.48634 17.630 0.020 4.93 512.0
2455447.52984 17.695 0.021 4.42 494.0
2455447.56904 17.701 0.024 5.48 488.0
2455447.63446 17.709 0.024 5.99 490.0
2455448.50711 17.701 0.023 4.90 507.0
2455448.54581 17.730 0.026 5.59 519.0
2455448.56056 17.692 0.024 4.90 531.0
2455448.66177 17.664 0.025 6.20 512.0
2455449.50187 17.661 0.028 6.30 528.0
2455449.61606 17.714 0.025 5.39 568.0
2455450.50481 17.669 0.026 6.04 526.0
2455450.54242 17.639 0.030 7.15 536.0
2455450.58573 17.747 0.026 5.52 515.0
2455450.63065 17.678 0.029 6.59 564.0
